data_feed_table_name,data_feed_column_name,data_feed_data_type,staging_table_name,staging_column_name,staging_data_type,column_order
etl.ext_stg_fms_data_feed,col23,varchar,etl.stg_fms_accounting_line,rqporf_comm_ln_no,varchar,23
etl.ext_stg_fms_data_feed,col24,varchar,etl.stg_fms_accounting_line,rqporf_actg_ln_no,varchar,24
etl.ext_stg_fms_data_feed,col25,varchar,etl.stg_fms_accounting_line,disc_ln_am,"numeric(24,2)",25
etl.ext_stg_fms_data_feed,col26,varchar,etl.stg_fms_accounting_line,intr_ln_am,"numeric(24,2)",26
etl.ext_stg_fms_data_feed,col27,varchar,etl.stg_fms_accounting_line,bkup_whld_ln_am,"numeric(24,2)",27
etl.ext_stg_fms_data_feed,col28,varchar,etl.stg_fms_accounting_line,inct_ln_am,"numeric(24,2)",28
etl.ext_stg_fms_data_feed,col29,varchar,etl.stg_fms_accounting_line,rtg_ln_am,"numeric(24,2)",29
etl.ext_stg_fms_data_feed,col30,varchar,etl.stg_fms_accounting_line,chk_amt,"numeric(24,2)",30
etl.ext_stg_fms_data_feed,col31,varchar,etl.stg_fms_accounting_line,fcls_cd,varchar,31
etl.ext_stg_fms_data_feed,col32,varchar,etl.stg_fms_accounting_line,fund_cd,varchar,32
etl.ext_stg_fms_data_feed,col33,varchar,etl.stg_fms_accounting_line,sfund_cd,varchar,33
etl.ext_stg_fms_data_feed,col34,varchar,etl.stg_fms_accounting_line,unit_cd,varchar,34
etl.ext_stg_fms_data_feed,col35,varchar,etl.stg_fms_accounting_line,sunit_cd,varchar,35
etl.ext_stg_fms_data_feed,col36,varchar,etl.stg_fms_accounting_line,appr_cd,varchar,36
etl.ext_stg_fms_data_feed,col37,varchar,etl.stg_fms_accounting_line,obj_cd,varchar,37
etl.ext_stg_fms_data_feed,col38,varchar,etl.stg_fms_accounting_line,sobj_cd,varchar,38
etl.ext_stg_fms_data_feed,col39,varchar,etl.stg_fms_accounting_line,rsrc_cd,varchar,39
etl.ext_stg_fms_data_feed,col40,varchar,etl.stg_fms_accounting_line,srsrc_cd,varchar,40
etl.ext_stg_fms_data_feed,col41,varchar,etl.stg_fms_accounting_line,bsa_cd,varchar,41
etl.ext_stg_fms_data_feed,col42,varchar,etl.stg_fms_accounting_line,dobj_cd,varchar,42
etl.ext_stg_fms_data_feed,col43,varchar,etl.stg_fms_accounting_line,drsrc_cd,varchar,43
etl.ext_stg_fms_data_feed,col44,varchar,etl.stg_fms_accounting_line,loc_cd,varchar,44
etl.ext_stg_fms_data_feed,col45,varchar,etl.stg_fms_accounting_line,sloc_cd,varchar,45
etl.ext_stg_fms_data_feed,col46,varchar,etl.stg_fms_accounting_line,actv_cd,varchar,46
etl.ext_stg_fms_data_feed,col47,varchar,etl.stg_fms_accounting_line,func_cd,varchar,47
etl.ext_stg_fms_data_feed,col48,varchar,etl.stg_fms_accounting_line,rpt_cd,varchar,48
etl.ext_stg_con_data_feed,doc_cd,varchar,etl.stg_con_ct_header,doc_cd,varchar,2
etl.ext_stg_con_data_feed,doc_dept_cd,varchar,etl.stg_con_ct_header,doc_dept_cd,varchar,3
etl.ext_stg_con_data_feed,doc_id,varchar,etl.stg_con_ct_header,doc_id,varchar,4
etl.ext_stg_con_data_feed,doc_vers_no,varchar,etl.stg_con_ct_header,doc_vers_no,int,5
etl.ext_stg_con_data_feed,col6,varchar,etl.stg_con_ct_header,doc_nm,varchar,6
etl.ext_stg_con_data_feed,col7,varchar,etl.stg_con_ct_header,doc_rec_dt_dc,date,7
etl.ext_stg_con_data_feed,col8,varchar,etl.stg_con_ct_header,doc_bfy,int,8
etl.ext_stg_con_data_feed,col9,varchar,etl.stg_con_ct_header,doc_fy_dc,int,9
etl.ext_stg_con_data_feed,col10,varchar,etl.stg_con_ct_header,doc_per_dc,bpchar,10
etl.ext_stg_con_data_feed,col11,varchar,etl.stg_con_ct_header,doc_dscr,varchar,11
etl.ext_stg_con_data_feed,col12,varchar,etl.stg_con_ct_header,doc_actu_am,"numeric(18,2)",12
etl.ext_stg_con_data_feed,col13,varchar,etl.stg_con_ct_header,doc_clsd_am,"numeric(18,2)",13
etl.ext_stg_con_data_feed,col14,varchar,etl.stg_con_ct_header,doc_clsd_dt,date,14
etl.ext_stg_con_data_feed,col15,varchar,etl.stg_con_ct_header,open_am,"numeric(18,2)",15
etl.ext_stg_con_data_feed,col16,varchar,etl.stg_con_ct_header,max_cntrc_am,"numeric(18,2)",16
etl.ext_stg_con_data_feed,col17,varchar,etl.stg_con_ct_header,open_acrl_am,"numeric(18,2)",17
etl.ext_stg_con_data_feed,col18,varchar,etl.stg_con_ct_header,amend_no,varchar,18
etl.ext_stg_con_data_feed,col19,varchar,etl.stg_con_ct_header,cntrc_sta,int,19
etl.ext_stg_con_data_feed,col20,varchar,etl.stg_con_ct_header,pcard_rec_id,varchar,20
etl.ext_stg_con_data_feed,col21,varchar,etl.stg_con_ct_header,pcard_expr_dt,date,21
etl.ext_stg_con_data_feed,col22,varchar,etl.stg_con_ct_header,prcu_id,varchar,22
etl.ext_stg_con_data_feed,col23,varchar,etl.stg_con_ct_header,prcu_typ_nm,varchar,23
etl.ext_stg_con_data_feed,col24,varchar,etl.stg_con_ct_header,prcu_typ_id,int,24
etl.ext_stg_con_data_feed,col25,varchar,etl.stg_con_ct_header,cntrct_strt_dt,date,25
etl.ext_stg_con_data_feed,col26,varchar,etl.stg_con_ct_header,cntrct_end_dt,date,26
etl.ext_stg_con_data_feed,col27,varchar,etl.stg_con_ct_header,hear_dt,date,27
etl.ext_stg_con_data_feed,col28,varchar,etl.stg_con_ct_header,psr_req_dt,date,28
etl.ext_stg_con_data_feed,col29,varchar,etl.stg_con_ct_header,proc_ini_dt,date,29
etl.ext_stg_con_data_feed,col30,varchar,etl.stg_con_ct_header,cited_auth,varchar,30
etl.ext_stg_con_data_feed,col31,varchar,etl.stg_con_ct_header,actg_prfl_id,varchar,31
etl.ext_stg_con_data_feed,col32,varchar,etl.stg_con_ct_header,tc_tmpl,varchar,32
etl.ext_stg_con_data_feed,col33,varchar,etl.stg_con_ct_header,cnfrm_ord,bpchar,33
etl.ext_stg_con_data_feed,col34,varchar,etl.stg_con_ct_header,prnt_job_cd,varchar,34
etl.ext_stg_con_data_feed,col35,varchar,etl.stg_con_ct_header,clsd_am,"numeric(18,2)",35
etl.ext_stg_con_data_feed,col36,varchar,etl.stg_con_ct_header,last_prn_dt,date,36
etl.ext_stg_con_data_feed,col37,varchar,etl.stg_con_ct_header,obj_att_sg_tot,int,37
etl.ext_stg_con_data_feed,col38,varchar,etl.stg_con_ct_header,obj_att_pg_tot,int,38
etl.ext_stg_con_data_feed,col39,varchar,etl.stg_con_ct_header,pc_chng_max_am,"numeric(18,2)",39
etl.ext_stg_con_data_feed,col40,varchar,etl.stg_con_ct_header,wf_pc_chng_max_am,"numeric(18,2)",40
etl.ext_stg_con_data_feed,col41,varchar,etl.stg_con_ct_header,wf_tot_max_am,"numeric(18,2)",41
etl.ext_stg_con_data_feed,col42,varchar,etl.stg_con_ct_header,orig_max_am,"numeric(18,2)",42
etl.ext_stg_con_data_feed,col43,varchar,etl.stg_con_ct_header,enc_am,"numeric(18,2)",43
etl.ext_stg_con_data_feed,col44,varchar,etl.stg_con_ct_header,out_am,"numeric(18,2)",44
etl.ext_stg_con_data_feed,col45,varchar,etl.stg_con_ct_header,rfed_am,"numeric(18,2)",45
etl.ext_stg_con_data_feed,col46,varchar,etl.stg_con_ct_header,rfed_lqd_am,"numeric(18,2)",46
etl.ext_stg_con_data_feed,col47,varchar,etl.stg_con_ct_header,oca_no,varchar,47
etl.ext_stg_con_data_feed,col48,varchar,etl.stg_con_ct_header,orig_cntrc_strt_dt,date,48
etl.ext_stg_con_data_feed,col49,varchar,etl.stg_con_ct_header,orig_cntrc_end_dt,date,49
etl.ext_stg_con_data_feed,col50,varchar,etl.stg_con_ct_header,reg_dt,date,50
etl.ext_stg_con_data_feed,col51,varchar,etl.stg_con_ct_header,oblg_adj_outyr_am,"numeric(18,2)",51
etl.ext_stg_con_data_feed,col52,varchar,etl.stg_con_ct_header,avail_oblg_am,"numeric(18,2)",52
etl.ext_stg_con_data_feed,col53,varchar,etl.stg_con_ct_header,outyr_adj_am,"numeric(18,2)",53
etl.ext_stg_con_data_feed,col54,varchar,etl.stg_con_ct_header,part_rect_alw_fl,bpchar,54
etl.ext_stg_con_data_feed,col55,varchar,etl.stg_con_ct_header,agree_doc_cd,varchar,55
etl.ext_stg_con_data_feed,col56,varchar,etl.stg_con_ct_header,agree_doc_dept_cd,varchar,56
etl.ext_stg_con_data_feed,col57,varchar,etl.stg_con_ct_header,agree_doc_id,varchar,57
etl.ext_stg_con_data_feed,col58,varchar,etl.stg_con_ct_header,agree_vend_ln_no,int,58
etl.ext_stg_con_data_feed,col59,varchar,etl.stg_con_ct_header,brd_awd_no,varchar,59
etl.ext_stg_con_data_feed,col60,varchar,etl.stg_con_ct_header,brd_awd_dt,date,60
etl.ext_stg_con_data_feed,col61,varchar,etl.stg_con_ct_header,trkg_no,varchar,61
etl.ext_stg_con_data_feed,col62,varchar,etl.stg_con_ct_header,po_repl_doc_cd,varchar,62
etl.ext_stg_con_data_feed,col63,varchar,etl.stg_con_ct_header,po_repl_dept_cd,varchar,63
etl.ext_stg_con_data_feed,col64,varchar,etl.stg_con_ct_header,po_repl_id,varchar,64
etl.ext_stg_con_data_feed,col65,varchar,etl.stg_con_ct_header,po_repl_by_doc_cd,varchar,65
etl.ext_stg_con_data_feed,col66,varchar,etl.stg_con_ct_header,po_repl_by_dept_cd,varchar,66
etl.ext_stg_con_data_feed,col67,varchar,etl.stg_con_ct_header,po_repl_by_id,varchar,67
etl.ext_stg_con_data_feed,col68,varchar,etl.stg_con_ct_header,issr_id,varchar,68
etl.ext_stg_con_data_feed,col69,varchar,etl.stg_con_ct_header,issr_nm,varchar,69
etl.ext_stg_con_data_feed,col70,varchar,etl.stg_con_ct_header,issr_ph_no,varchar,70
etl.ext_stg_con_data_feed,col71,varchar,etl.stg_con_ct_header,issr_email_ad,varchar,71
etl.ext_stg_con_data_feed,col72,varchar,etl.stg_con_ct_header,rqstr_id,varchar,72
etl.ext_stg_con_data_feed,col73,varchar,etl.stg_con_ct_header,rqstr_nm,varchar,73
etl.ext_stg_con_data_feed,col74,varchar,etl.stg_con_ct_header,rqstr_ph_no,varchar,74
etl.ext_stg_con_data_feed,col75,varchar,etl.stg_con_ct_header,rqstr_ph_ext,varchar,75
etl.ext_stg_con_data_feed,col76,varchar,etl.stg_con_ct_header,rqstr_email_ad,varchar,76
etl.ext_stg_con_data_feed,col77,varchar,etl.stg_con_ct_header,rqstr_dept_cd,varchar,77
etl.ext_stg_con_data_feed,col78,varchar,etl.stg_con_ct_header,team_id,varchar,78
etl.ext_stg_con_data_feed,col79,varchar,etl.stg_con_ct_header,buyr_id,varchar,79
etl.ext_stg_con_data_feed,col80,varchar,etl.stg_con_ct_header,buyr_nm,varchar,80
etl.ext_stg_con_data_feed,col81,varchar,etl.stg_con_ct_header,buyr_ph_no,varchar,81
etl.ext_stg_con_data_feed,col82,varchar,etl.stg_con_ct_header,buyr_ph_ext,varchar,82
etl.ext_stg_con_data_feed,col83,varchar,etl.stg_con_ct_header,buyr_email_ad,varchar,83
etl.ext_stg_con_data_feed,col84,varchar,etl.stg_con_ct_header,cntrct_ofcr,varchar,84
etl.ext_stg_con_data_feed,col85,varchar,etl.stg_con_ct_header,cntrct_ofcr_ph,varchar,85
etl.ext_stg_con_data_feed,col86,varchar,etl.stg_con_ct_header,ofcr_ph_ext,varchar,86
etl.ext_stg_con_data_feed,col87,varchar,etl.stg_con_ct_header,cntrct_ofcr_eml,varchar,87
etl.ext_stg_con_data_feed,col88,varchar,etl.stg_con_ct_header,track_chgs,bpchar,88
etl.ext_stg_con_data_feed,col89,varchar,etl.stg_con_ct_header,chg_ord_no,int,89
etl.ext_stg_con_data_feed,col90,varchar,etl.stg_con_ct_header,mod_fl,bpchar,90
etl.ext_stg_con_data_feed,col91,varchar,etl.stg_con_ct_header,reas_mod_dc,varchar,91
etl.ext_stg_con_data_feed,col92,varchar,etl.stg_con_ct_header,cmr_doc_cd,varchar,92
etl.ext_stg_con_data_feed,col93,varchar,etl.stg_con_ct_header,cmr_doc_dept_cd,varchar,93
etl.ext_stg_con_data_feed,col94,varchar,etl.stg_con_ct_header,cmr_doc_id,varchar,94
etl.ext_stg_con_data_feed,col95,varchar,etl.stg_con_ct_header,dscr_ext,varchar,95
etl.ext_stg_con_data_feed,col96,varchar,etl.stg_con_ct_header,ship_loc_cd,varchar,96
etl.ext_stg_con_data_feed,col97,varchar,etl.stg_con_ct_header,ship_meth_cd,varchar,97
etl.ext_stg_con_data_feed,col98,varchar,etl.stg_con_ct_header,free_brd_cd,varchar,98
etl.ext_stg_con_data_feed,col99,varchar,etl.stg_con_ct_header,dlvr_dt,date,99
etl.ext_stg_con_data_feed,col100,varchar,etl.stg_con_ct_header,dlvr_typ,int,100
etl.ext_stg_con_data_feed,col101,varchar,etl.stg_con_ct_header,ship_info,varchar,101
etl.ext_stg_con_data_feed,col102,varchar,etl.stg_con_ct_header,bill_loc_cd,varchar,102
etl.ext_stg_con_data_feed,col103,varchar,etl.stg_con_ct_header,bill_info,varchar,103
etl.ext_stg_con_data_feed,col104,varchar,etl.stg_con_ct_header,gnrc_po_rpt_1,varchar,104
etl.ext_stg_con_data_feed,col105,varchar,etl.stg_con_ct_header,gnrc_po_rpt_2,varchar,105
etl.ext_stg_con_data_feed,col106,varchar,etl.stg_con_ct_header,gnrc_po_rpt_3,varchar,106
etl.ext_stg_con_data_feed,col107,varchar,etl.stg_con_ct_header,doc_crea_usid,varchar,107
etl.ext_stg_con_data_feed,col108,varchar,etl.stg_con_ct_header,doc_appl_crea_dt,date,108
etl.ext_stg_con_data_feed,col109,varchar,etl.stg_con_ct_header,doc_appl_last_usid,varchar,109
etl.ext_stg_con_data_feed,col110,varchar,etl.stg_con_ct_header,doc_appl_last_dt,date,110
etl.ext_stg_con_data_feed,col111,varchar,etl.stg_con_ct_header,rl_fl_1,bpchar,111
etl.ext_stg_con_data_feed,col112,varchar,etl.stg_con_ct_header,doc_func_cd,int,112
etl.ext_stg_con_data_feed,doc_cd,varchar,etl.stg_con_ct_vendor,doc_cd,varchar,2
etl.ext_stg_con_data_feed,doc_dept_cd,varchar,etl.stg_con_ct_vendor,doc_dept_cd,varchar,3
etl.ext_stg_con_data_feed,doc_id,varchar,etl.stg_con_ct_vendor,doc_id,varchar,4
etl.ext_stg_con_data_feed,doc_vers_no,varchar,etl.stg_con_ct_vendor,doc_vers_no,int,5
etl.ext_stg_con_data_feed,col6,varchar,etl.stg_con_ct_vendor,doc_vend_ln_no,int,6
etl.ext_stg_con_data_feed,col7,varchar,etl.stg_con_ct_vendor,vend_cust_cd,varchar,7
etl.ext_stg_con_data_feed,col8,varchar,etl.stg_con_ct_vendor,ad_id,varchar,8
etl.ext_stg_con_data_feed,col9,varchar,etl.stg_con_ct_vendor,ad_ln_1,varchar,9
etl.ext_stg_con_data_feed,col10,varchar,etl.stg_con_ct_vendor,ad_ln_2,varchar,10
etl.ext_stg_con_data_feed,col11,varchar,etl.stg_con_ct_vendor,city,varchar,11
etl.ext_stg_con_data_feed,col12,varchar,etl.stg_con_ct_vendor,st,varchar,12
etl.ext_stg_con_data_feed,col13,varchar,etl.stg_con_ct_vendor,zip,varchar,13
etl.ext_stg_con_data_feed,col14,varchar,etl.stg_con_ct_vendor,ctry,varchar,14
etl.ext_stg_con_data_feed,col15,varchar,etl.stg_con_ct_vendor,web_ad,varchar,15
etl.ext_stg_con_data_feed,col16,varchar,etl.stg_con_ct_vendor,cntac_id,varchar,16
etl.ext_stg_con_data_feed,col17,varchar,etl.stg_con_ct_vendor,vend_pref_lvl,int,17
etl.ext_stg_con_data_feed,col18,varchar,etl.stg_con_ct_vendor,alias_nm,varchar,18
etl.ext_stg_con_data_feed,col19,varchar,etl.stg_con_ct_vendor,lgl_nm,varchar,19
etl.ext_stg_con_data_feed,col20,varchar,etl.stg_con_ct_vendor,prin_cntac,varchar,20
etl.ext_stg_con_data_feed,col21,varchar,etl.stg_con_ct_vendor,voice_ph_no,varchar,21
etl.ext_stg_con_data_feed,col22,varchar,etl.stg_con_ct_vendor,voice_ph_ext,varchar,22
etl.ext_stg_con_data_feed,col23,varchar,etl.stg_con_ct_vendor,email_ad,varchar,23
etl.ext_stg_con_data_feed,col24,varchar,etl.stg_con_ct_vendor,vend_reas,varchar,24
etl.ext_stg_con_data_feed,col25,varchar,etl.stg_con_ct_vendor,tin_ein,varchar,25
etl.ext_stg_con_data_feed,col26,varchar,etl.stg_con_ct_vendor,tin_ssn,varchar,26
etl.ext_stg_con_data_feed,col27,varchar,etl.stg_con_ct_vendor,mod_fl,bpchar,27
etl.ext_stg_con_data_feed,col28,varchar,etl.stg_con_ct_vendor,disc_1_dy,int,28
etl.ext_stg_con_data_feed,col29,varchar,etl.stg_con_ct_vendor,disc_2_dy,int,29
etl.ext_stg_con_data_feed,col30,varchar,etl.stg_con_ct_vendor,disc_3_dy,int,30
etl.ext_stg_con_data_feed,col31,varchar,etl.stg_con_ct_vendor,disc_4_dy,int,31
etl.ext_stg_con_data_feed,col32,varchar,etl.stg_con_ct_vendor,disc_1_pc,"numeric(17,4)",32
etl.ext_stg_con_data_feed,col33,varchar,etl.stg_con_ct_vendor,disc_2_pc,"numeric(17,4)",33
etl.ext_stg_con_data_feed,col34,varchar,etl.stg_con_ct_vendor,disc_3_pc,"numeric(17,4)",34
etl.ext_stg_con_data_feed,col35,varchar,etl.stg_con_ct_vendor,disc_4_pc,"numeric(17,4)",35
etl.ext_stg_con_data_feed,col36,varchar,etl.stg_con_ct_vendor,disc_alw_1_fl,bpchar,36
etl.ext_stg_con_data_feed,col37,varchar,etl.stg_con_ct_vendor,disc_alw_2_fl,bpchar,37
etl.ext_stg_con_data_feed,col38,varchar,etl.stg_con_ct_vendor,disc_alw_3_fl,bpchar,38
etl.ext_stg_con_data_feed,col39,varchar,etl.stg_con_ct_vendor,disc_alw_4_fl,bpchar,39
etl.ext_stg_con_data_feed,doc_cd,varchar,etl.stg_con_ct_award_detail,doc_cd,varchar,2
etl.ext_stg_con_data_feed,doc_dept_cd,varchar,etl.stg_con_ct_award_detail,doc_dept_cd,varchar,3
etl.ext_stg_con_data_feed,doc_id,varchar,etl.stg_con_ct_award_detail,doc_id,varchar,4
etl.ext_stg_con_data_feed,doc_vers_no,varchar,etl.stg_con_ct_award_detail,doc_vers_no,int,5
etl.ext_stg_con_data_feed,col6,varchar,etl.stg_con_ct_award_detail,awd_meth_cd,varchar,6
etl.ext_stg_con_data_feed,col7,varchar,etl.stg_con_ct_award_detail,awd_lvl_cd,varchar,7
etl.ext_stg_con_data_feed,col8,varchar,etl.stg_con_ct_award_detail,cttyp_cd,varchar,8
etl.ext_stg_con_data_feed,col9,varchar,etl.stg_con_ct_award_detail,ctcls_cd,varchar,9
etl.ext_stg_con_data_feed,col10,varchar,etl.stg_con_ct_award_detail,clsd_typ_cd,varchar,10
etl.ext_stg_con_data_feed,col11,varchar,etl.stg_con_ct_award_detail,ctcat_cd_1,varchar,11
etl.ext_stg_con_data_feed,col12,varchar,etl.stg_con_ct_award_detail,multi_cat_fl,bpchar,12
etl.ext_stg_con_data_feed,col13,varchar,etl.stg_con_ct_award_detail,ctcat_cd_2,varchar,13
etl.ext_stg_con_data_feed,col14,varchar,etl.stg_con_ct_award_detail,ctcat_cd_3,varchar,14
etl.ext_stg_con_data_feed,col15,varchar,etl.stg_con_ct_award_detail,ctcat_cd_4,varchar,15
etl.ext_stg_con_data_feed,col16,varchar,etl.stg_con_ct_award_detail,ctcat_cd_5,varchar,16
etl.ext_stg_con_data_feed,col17,varchar,etl.stg_con_ct_award_detail,resp_ct,int,17
etl.ext_stg_con_data_feed,col18,varchar,etl.stg_con_ct_award_detail,out_of_no_so,int,18
etl.ext_stg_con_data_feed,col19,varchar,etl.stg_con_ct_award_detail,loc_serv,varchar,19
etl.ext_stg_con_data_feed,col20,varchar,etl.stg_con_ct_award_detail,loc_zip,varchar,20
etl.ext_stg_con_data_feed,col21,varchar,etl.stg_con_ct_award_detail,brgh_cd,varchar,21
etl.ext_stg_con_data_feed,col22,varchar,etl.stg_con_ct_award_detail,blck_cd,varchar,22
etl.ext_stg_con_data_feed,col23,varchar,etl.stg_con_ct_award_detail,lot_cd,varchar,23
etl.ext_stg_con_data_feed,col24,varchar,etl.stg_con_ct_award_detail,coun_dist_cd,varchar,24
etl.ext_stg_con_data_feed,col25,varchar,etl.stg_con_ct_award_detail,rnew_cd,varchar,25
etl.ext_stg_con_data_feed,col26,varchar,etl.stg_con_ct_award_detail,cntrc_mwbe_fl,bpchar,26
etl.ext_stg_con_data_feed,col27,varchar,etl.stg_con_ct_award_detail,tar_utl_pc,int,27
etl.ext_stg_con_data_feed,col28,varchar,etl.stg_con_ct_award_detail,tar_utl_am,"numeric(18,2)",28
etl.ext_stg_con_data_feed,col29,varchar,etl.stg_con_ct_award_detail,comp_crt_cd_1,varchar,29
etl.ext_stg_con_data_feed,col30,varchar,etl.stg_con_ct_award_detail,comp_cri_resp_1,int,30
etl.ext_stg_con_data_feed,col31,varchar,etl.stg_con_ct_award_detail,comp_crt_cd_2,varchar,31
etl.ext_stg_con_data_feed,col32,varchar,etl.stg_con_ct_award_detail,comp_cri_resp_2,int,32
etl.ext_stg_con_data_feed,col33,varchar,etl.stg_con_ct_award_detail,comp_crt_cd_3,varchar,33
etl.ext_stg_con_data_feed,col34,varchar,etl.stg_con_ct_award_detail,comp_cri_resp_3,int,34
etl.ext_stg_con_data_feed,col35,varchar,etl.stg_con_ct_award_detail,comp_crt_cd_4,varchar,35
etl.ext_stg_con_data_feed,col36,varchar,etl.stg_con_ct_award_detail,comp_cri_resp_4,int,36
etl.ext_stg_con_data_feed,col37,varchar,etl.stg_con_ct_award_detail,comp_crt_cd_5,varchar,37
etl.ext_stg_con_data_feed,col38,varchar,etl.stg_con_ct_award_detail,comp_cri_resp_5,int,38
etl.ext_stg_con_data_feed,col39,varchar,etl.stg_con_ct_award_detail,non_comp_reas,varchar,39
etl.ext_stg_con_data_feed,col40,varchar,etl.stg_con_ct_award_detail,cons_reas_cd_1,varchar,40
etl.ext_stg_con_data_feed,col41,varchar,etl.stg_con_ct_award_detail,cons_reas_cd_2,varchar,41
etl.ext_stg_con_data_feed,col42,varchar,etl.stg_con_ct_award_detail,red_adv,int,42
etl.ext_stg_con_data_feed,col43,varchar,etl.stg_con_ct_award_detail,constr_rel_fl,bpchar,43
etl.ext_stg_con_data_feed,col44,varchar,etl.stg_con_ct_award_detail,extrn_so_no,varchar,44
etl.ext_stg_con_data_feed,col45,varchar,etl.stg_con_ct_award_detail,liq_dmg_chrg,"numeric(18,2)",45
etl.ext_stg_con_data_feed,col46,varchar,etl.stg_con_ct_award_detail,req_prf_pay_bnd_fl,bpchar,46
etl.ext_stg_con_data_feed,col47,varchar,etl.stg_con_ct_award_detail,res_no_per_bnd,int,47
etl.ext_stg_con_data_feed,col48,varchar,etl.stg_con_ct_award_detail,cnt_req_ins_pol_fl,bpchar,48
etl.ext_stg_con_data_feed,col49,varchar,etl.stg_con_ct_award_detail,wk_site_cd_01,varchar,49
etl.ext_stg_con_data_feed,col50,varchar,etl.stg_con_ct_award_detail,wk_site_cd_02,varchar,50
etl.ext_stg_con_data_feed,col51,varchar,etl.stg_con_ct_award_detail,wk_site_cd_03,varchar,51
etl.ext_stg_con_data_feed,col52,varchar,etl.stg_con_ct_award_detail,wk_site_cd_04,varchar,52
etl.ext_stg_con_data_feed,col53,varchar,etl.stg_con_ct_award_detail,wk_site_cd_05,varchar,53
etl.ext_stg_con_data_feed,col54,varchar,etl.stg_con_ct_award_detail,wk_site_cd_06,varchar,54
etl.ext_stg_con_data_feed,col55,varchar,etl.stg_con_ct_award_detail,wk_site_cd_07,varchar,55
etl.ext_stg_con_data_feed,col56,varchar,etl.stg_con_ct_award_detail,wk_site_cd_08,varchar,56
etl.ext_stg_con_data_feed,col57,varchar,etl.stg_con_ct_award_detail,wk_site_cd_09,varchar,57
etl.ext_stg_con_data_feed,col58,varchar,etl.stg_con_ct_award_detail,wk_site_cd_10,varchar,58
etl.ext_stg_con_data_feed,col59,varchar,etl.stg_con_ct_award_detail,percent_01,"numeric(17,4)",59
etl.ext_stg_con_data_feed,col60,varchar,etl.stg_con_ct_award_detail,percent_02,"numeric(17,4)",60
etl.ext_stg_con_data_feed,col61,varchar,etl.stg_con_ct_award_detail,percent_03,"numeric(17,4)",61
etl.ext_stg_con_data_feed,col62,varchar,etl.stg_con_ct_award_detail,percent_04,"numeric(17,4)",62
etl.ext_stg_con_data_feed,col63,varchar,etl.stg_con_ct_award_detail,percent_05,"numeric(17,4)",63
etl.ext_stg_con_data_feed,col64,varchar,etl.stg_con_ct_award_detail,percent_06,"numeric(17,4)",64
etl.ext_stg_con_data_feed,col65,varchar,etl.stg_con_ct_award_detail,percent_07,"numeric(17,4)",65
etl.ext_stg_con_data_feed,col66,varchar,etl.stg_con_ct_award_detail,percent_08,"numeric(17,4)",66
etl.ext_stg_con_data_feed,col67,varchar,etl.stg_con_ct_award_detail,percent_09,"numeric(17,4)",67
etl.ext_stg_con_data_feed,col68,varchar,etl.stg_con_ct_award_detail,percent_10,"numeric(17,4)",68
etl.ext_stg_con_data_feed,doc_cd,varchar,etl.stg_con_ct_accounting_line,doc_cd,varchar,2
etl.ext_stg_con_data_feed,doc_dept_cd,varchar,etl.stg_con_ct_accounting_line,doc_dept_cd,varchar,3
etl.ext_stg_con_data_feed,doc_id,varchar,etl.stg_con_ct_accounting_line,doc_id,varchar,4
etl.ext_stg_con_data_feed,doc_vers_no,varchar,etl.stg_con_ct_accounting_line,doc_vers_no,int,5
etl.ext_stg_con_data_feed,col6,varchar,etl.stg_con_ct_accounting_line,doc_vend_ln_no,int,6
etl.ext_stg_con_data_feed,col7,varchar,etl.stg_con_ct_accounting_line,doc_comm_ln_no,int,7
etl.ext_stg_con_data_feed,col8,varchar,etl.stg_con_ct_accounting_line,doc_actg_ln_no,int,8
etl.ext_stg_con_data_feed,col9,varchar,etl.stg_con_ct_accounting_line,evnt_typ_id,varchar,9
etl.ext_stg_con_data_feed,col10,varchar,etl.stg_con_ct_accounting_line,actg_tmpl_id,varchar,10
etl.ext_stg_con_data_feed,col11,varchar,etl.stg_con_ct_accounting_line,actg_ln_dscr,varchar,11
etl.ext_stg_con_data_feed,col12,varchar,etl.stg_con_ct_accounting_line,ln_am,"numeric(16,2)",12
etl.ext_stg_con_data_feed,col13,varchar,etl.stg_con_ct_accounting_line,rs_fndg_ind,int,13
etl.ext_stg_con_data_feed,col14,varchar,etl.stg_con_ct_accounting_line,bfy,int,14
etl.ext_stg_con_data_feed,col15,varchar,etl.stg_con_ct_accounting_line,fy_dc,int,15
etl.ext_stg_con_data_feed,col16,varchar,etl.stg_con_ct_accounting_line,per_dc,bpchar,16
etl.ext_stg_con_data_feed,col17,varchar,etl.stg_con_ct_accounting_line,frght_pc,"numeric(17,4)",17
etl.ext_stg_con_data_feed,col18,varchar,etl.stg_con_ct_accounting_line,mod_fl,bpchar,18
etl.ext_stg_con_data_feed,col19,varchar,etl.stg_con_ct_accounting_line,obj_att_sg_tot,int,19
etl.ext_stg_con_data_feed,col20,varchar,etl.stg_con_ct_accounting_line,al_clsd_am,"numeric(16,2)",20
etl.ext_stg_con_data_feed,col21,varchar,etl.stg_con_ct_accounting_line,al_clsd_dt,date,21
etl.ext_stg_con_data_feed,col22,varchar,etl.stg_con_ct_accounting_line,ln_open_am,"numeric(16,2)",22
